ID	date	siteID	elevation_m_asl	blockID	warming	individual_nr	species	trait	value	flowering	comment	problem	flag
DKF1932	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Agrostis capillaris	leaf_area_cm2	2.221	NA	NA	NA	NA
DKF1932	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Agrostis capillaris	leaf_thickness_mm	0.14533333333333334	NA	NA	NA	NA
DKF1932	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Agrostis capillaris	ldmc	0.21686121919584952	NA	NA	NA	NA
DKF1932	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Agrostis capillaris	sla_cm2_g	398.5047846889952	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	plant_height_cm	9.8	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	wet_mass_g	0.09243333333333333	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	dry_mass_g	0.02583	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	leaf_area_cm2	5.605	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	leaf_thickness_mm	0.243	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	ldmc	0.2794446447890372	NA	NA	NA	NA
DHA2535	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex bigelowii	sla_cm2_g	216.9957413859853	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	plant_height_cm	6.7	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	wet_mass_g	0.01586666666666666	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	dry_mass_g	0.00259	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	leaf_area_cm2	0.8243333333333333	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	leaf_thickness_mm	0.17366666666666666	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	ldmc	0.16323529411764703	NA	NA	NA	NA
DJD3630	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Campanula rotundifolia	sla_cm2_g	318.27541827541825	NA	NA	NA	NA
DIZ7098	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Campanula rotundifolia	plant_height_cm	3	NA	NA	NA	NA
DIZ7098	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Campanula rotundifolia	wet_mass_g	0.0167	NA	NA	NA	NA
DIZ7098	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Campanula rotundifolia	leaf_thickness_mm	0.11533333333333334	NA	NA	NA	NA
DIZ7098	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Campanula rotundifolia	ldmc	0.1155688622754491	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	plant_height_cm	9.9	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	wet_mass_g	0.12976666666666667	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	dry_mass_g	0.01942333333333333	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	leaf_area_cm2	4.436	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	leaf_thickness_mm	0.31366666666666665	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	ldmc	0.14967891086565632	NA	NA	NA	NA
DKY3311	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Leontodon autumnalis	sla_cm2_g	228.38510382701216	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	plant_height_cm	13.5	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	wet_mass_g	0.0595	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	dry_mass_g	0.01481333333333333	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	leaf_area_cm2	3.7696666666666663	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	leaf_thickness_mm	0.198	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	ldmc	0.24896358543417368	NA	NA	NA	NA
DIP6370	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Carex vaginata	sla_cm2_g	254.47794779477945	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	plant_height_cm	10.4	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	wet_mass_g	0.02305	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	dry_mass_g	0.004565	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	leaf_area_cm2	2.025	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	leaf_thickness_mm	0.15066666666666667	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	ldmc	0.19804772234273316	NA	NA	NA	NA
DIC5760	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Agrostis capillaris	sla_cm2_g	443.59255202628697	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	plant_height_cm	12.6	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	wet_mass_g	0.16140000000000002	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	dry_mass_g	0.02942666666666666	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	leaf_area_cm2	4.742333333333334	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	leaf_thickness_mm	0.28833333333333333	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	ldmc	0.1823213548120611	NA	NA	NA	NA
DIQ8672	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Bistorta vivipara	sla_cm2_g	161.15768010874493	NA	NA	NA	NA
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	plant_height_cm	4	NA	NA	low overlapping folded leaves	area < expected
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	wet_mass_g	0.03335	NA	NA	low overlapping folded leaves	area < expected
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	dry_mass_g	0.00773	NA	NA	low overlapping folded leaves	area < expected
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	leaf_area_cm2	1.8235	NA	NA	low overlapping folded leaves	area < expected
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	leaf_thickness_mm	0.19966666666666663	NA	NA	low overlapping folded leaves	area < expected
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	ldmc	0.231784107946027	NA	NA	low overlapping folded leaves	area < expected
DIM3163	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Thalictrum alpinum	sla_cm2_g	235.89909443725745	NA	NA	low overlapping folded leaves	area < expected
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	plant_height_cm	23.4	NA	NA	NA	NA
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	wet_mass_g	1.6937	NA	NA	NA	NA
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	dry_mass_g	0.36371	NA	NA	NA	NA
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	leaf_area_cm2	60.99	NA	NA	NA	NA
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	leaf_thickness_mm	0.27466666666666667	NA	NA	NA	NA
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	ldmc	0.2147428706382476	NA	NA	NA	NA
DLD9287	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Geranium sylvaticum	sla_cm2_g	167.68854307002837	NA	NA	NA	NA
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	plant_height_cm	7.4	NA	NA	low overlapping folded leaves	area < expected
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	wet_mass_g	0.1077	NA	NA	low overlapping folded leaves	area < expected
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	dry_mass_g	0.02678	NA	NA	low overlapping folded leaves	area < expected
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	leaf_area_cm2	4.946	NA	NA	low overlapping folded leaves	area < expected
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	leaf_thickness_mm	0.21366666666666667	NA	NA	low overlapping folded leaves	area < expected
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	ldmc	0.24865366759517177	NA	NA	low overlapping folded leaves	area < expected
BYY6182	2022-07-27	Gudmedalen	1213	Gud_1	W	3	Thalictrum alpinum	sla_cm2_g	184.69006721433905	NA	NA	low overlapping folded leaves	area < expected
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	plant_height_cm	4.5	NA	NA	NA	NA
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	wet_mass_g	0.0634	NA	NA	NA	NA
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	dry_mass_g	0.00717	NA	NA	NA	NA
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	leaf_area_cm2	2.432	NA	NA	NA	NA
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	leaf_thickness_mm	0.187	NA	NA	NA	NA
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	ldmc	0.11309148264984228	NA	NA	NA	NA
DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	sla_cm2_g	339.1910739191074	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	plant_height_cm	4.4	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	wet_mass_g	0.03313333333333333	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	dry_mass_g	0.00652	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	leaf_area_cm2	1.4336666666666666	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	leaf_thickness_mm	0.18533333333333335	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	ldmc	0.1967806841046278	NA	NA	NA	NA
DIL0238	2022-07-27	Gudmedalen	1213	Gud_1	C	1	Thalictrum alpinum	sla_cm2_g	219.88752556237216	NA	NA	NA	NA
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	plant_height_cm	6	NA	NA	NA	missing plotID
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	wet_mass_g	0.0487	NA	NA	NA	missing plotID
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	dry_mass_g	0.00885	NA	NA	NA	missing plotID
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	leaf_area_cm2	1.827	NA	NA	NA	missing plotID
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	leaf_thickness_mm	0.224	NA	NA	NA	missing plotID
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	ldmc	0.1817248459958932	NA	NA	NA	missing plotID
DLL3549	2022-07-27	Gudmedalen	1213	NA	W	1	Poa alpina	sla_cm2_g	206.44067796610167	NA	NA	NA	missing plotID
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	plant_height_cm	8.5	NA	NA	NA	NA
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	wet_mass_g	0.05156666666666667	NA	NA	NA	NA
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	dry_mass_g	0.00915333333333333	NA	NA	NA	NA
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	leaf_area_cm2	2.5076666666666667	NA	NA	NA	NA
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	leaf_thickness_mm	0.19166666666666668	NA	NA	NA	NA
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	ldmc	0.17750484809308337	NA	NA	NA	NA
DIN8243	2022-07-27	Gudmedalen	1213	Gud_1	C	3	Carex vaginata	sla_cm2_g	273.9621267297888	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	plant_height_cm	13.5	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	wet_mass_g	0.07663333333333333	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	dry_mass_g	0.020333333333333332	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	leaf_area_cm2	4.0680000000000005	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	leaf_thickness_mm	0.22833333333333333	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	ldmc	0.26533275337103085	NA	NA	NA	NA
DIO1473	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Carex vaginata	sla_cm2_g	200.06557377049185	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	plant_height_cm	1.7	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	wet_mass_g	0.0177	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	dry_mass_g	0.00322	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	leaf_area_cm2	0.8266666666666667	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	leaf_thickness_mm	0.19433333333333333	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	ldmc	0.18192090395480223	NA	NA	NA	NA
DHD4732	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Campanula rotundifolia	sla_cm2_g	256.7287784679089	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	plant_height_cm	7.9	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	wet_mass_g	0.1621	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	dry_mass_g	0.02494	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	leaf_area_cm2	6.583	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	leaf_thickness_mm	0.204	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	ldmc	0.1538556446637878	NA	NA	NA	NA
DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	sla_cm2_g	263.95348837209303	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	plant_height_cm	15	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	wet_mass_g	0.44293333333333335	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	dry_mass_g	0.06591	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	leaf_area_cm2	10.261	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	leaf_thickness_mm	0.3803333333333333	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	ldmc	0.14880343166767007	NA	NA	NA	NA
DKQ4853	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Saussurea alpina	sla_cm2_g	155.68199059323322	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	plant_height_cm	7.8	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	wet_mass_g	0.02055	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	dry_mass_g	0.004455	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	leaf_area_cm2	1.578	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	leaf_thickness_mm	0.13799999999999998	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	ldmc	0.2167883211678832	NA	NA	NA	NA
DIA1838	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	sla_cm2_g	354.20875420875427	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	plant_height_cm	10.1	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	wet_mass_g	0.0878	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	dry_mass_g	0.024615	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	leaf_area_cm2	4.175	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	leaf_thickness_mm	0.246	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	ldmc	0.28035307517084285	NA	NA	NA	NA
BZK5339	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Poa alpina	sla_cm2_g	169.61202518789355	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	plant_height_cm	11	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	wet_mass_g	0.0741	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	dry_mass_g	0.02127	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	leaf_area_cm2	3.317	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	leaf_thickness_mm	0.22233333333333333	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	ldmc	0.28704453441295547	NA	NA	NA	NA
DJJ1569	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Poa alpina	sla_cm2_g	155.94734367653973	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	plant_height_cm	11.6	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	wet_mass_g	0.11605	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	dry_mass_g	0.023505	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	leaf_area_cm2	3.745	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	leaf_thickness_mm	0.27	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	ldmc	0.20254200775527792	NA	NA	NA	NA
DHB3323	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Bistorta vivipara	sla_cm2_g	159.3278025951925	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	plant_height_cm	7.1	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	wet_mass_g	0.11583333333333332	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	dry_mass_g	0.03639666666666667	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	leaf_area_cm2	4.886	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	leaf_thickness_mm	0.23266666666666663	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	ldmc	0.3142158273381295	NA	NA	NA	NA
DMA4252	2022-07-27	Gudmedalen	1213	Gud_4	W	4	Alchemilla alpina	sla_cm2_g	134.24306255151572	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	plant_height_cm	8.9	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	wet_mass_g	0.02855	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	dry_mass_g	0.007395	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	leaf_area_cm2	1.9545	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	leaf_thickness_mm	0.18	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	ldmc	0.25901926444833623	NA	NA	NA	NA
DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	sla_cm2_g	264.3002028397566	NA	NA	NA	NA
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	plant_height_cm	6.2	NA	NA	low overlapping folded leaves	area < expected
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	wet_mass_g	0.02603333333333333	NA	NA	low overlapping folded leaves	area < expected
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	dry_mass_g	0.00710333333333333	NA	NA	low overlapping folded leaves	area < expected
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	leaf_area_cm2	1.3203333333333334	NA	NA	low overlapping folded leaves	area < expected
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	leaf_thickness_mm	0.22666666666666663	NA	NA	low overlapping folded leaves	area < expected
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	ldmc	0.27285531370038407	NA	NA	low overlapping folded leaves	area < expected
DHF6814	2022-07-27	Gudmedalen	1213	Gud_4	W	3	Thalictrum alpinum	sla_cm2_g	185.87517597372127	NA	NA	low overlapping folded leaves	area < expected
DIT6219	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Anthoxanthum odoratum	plant_height_cm	12	NA	NA	NA	NA
DIT6219	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Anthoxanthum odoratum	wet_mass_g	0.0124	NA	NA	NA	NA
DIT6219	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Anthoxanthum odoratum	leaf_thickness_mm	0.14733333333333332	NA	NA	NA	NA
DIT6219	2022-07-27	Gudmedalen	1213	Gud_1	C	2	Anthoxanthum odoratum	ldmc	0.09838709677419356	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	plant_height_cm	17.6	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	wet_mass_g	0.10923333333333334	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	dry_mass_g	0.0338	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	leaf_area_cm2	6.634666666666667	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	leaf_thickness_mm	0.26966666666666667	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	ldmc	0.309429356118401	NA	NA	NA	NA
DLG7342	2022-07-27	Gudmedalen	1213	Gud_4	W	1	Carex vaginata	sla_cm2_g	196.29191321499013	NA	NA	NA	NA
DLP7533	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Nardus stricta	plant_height_cm	13.5	NA	removed foreign object	NA	NA
DLP7533	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Nardus stricta	wet_mass_g	0.01429999999999999	NA	removed foreign object	NA	NA
DLP7533	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Nardus stricta	dry_mass_g	0.005286	NA	removed foreign object	NA	NA
DLP7533	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Nardus stricta	leaf_area_cm2	0.5953999999999999	NA	removed foreign object	NA	NA
DLP7533	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Nardus stricta	leaf_thickness_mm	0.317	NA	removed foreign object	NA	NA
DLP7533	2022-07-27	Gudmedalen	1213	Gud_1	W	1	Nardus stricta	ldmc	0.3696503496503497	NA	removed foreign object	NA	NA
