ID	ID_merged	date	siteID	elevation_m_asl	blockID	warming	individual_nr	species	trait	value	merged	flag
DSK0100	DSK0100	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Achillea millefolium	d13c	-30.602999999999998	NA	NA
DIH0917	DIH0917	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Achillea millefolium	c_n	19.599999999999998	NA	NA
DIH0917	DIH0917	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Achillea millefolium	d15n	-2.478	NA	NA
DIH0917	DIH0917	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Achillea millefolium	d13c	-29.006999999999998	NA	NA
DIG7451	DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	c_n	14.445901639344264	NA	NA
DIG7451	DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	d15n	-2.1149999999999998	NA	NA
DIG7451	DIG7451	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Achillea millefolium	d13c	-30.633	NA	NA
DSI7474	DSI7474	2022-07-27	Gudmedalen	1213	Gud_4	C	7	Achillea millefolium	c_n	16.745247148288975	NA	NA
DSI7474	DSI7474	2022-07-27	Gudmedalen	1213	Gud_4	C	7	Achillea millefolium	d15n	-1.3159999999999998	NA	NA
DSI7474	DSI7474	2022-07-27	Gudmedalen	1213	Gud_4	C	7	Achillea millefolium	d13c	-30.301	NA	NA
DII9867	DII9867_DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Achillea millefolium	c_n	11.601049868766404	NA	NA
DIJ8969	DII9867_DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	c_n	11.601049868766404	NA	NA
DII9867	DII9867_DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Achillea millefolium	d15n	-1.9129999999999998	NA	NA
DIJ8969	DII9867_DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	d15n	-1.9129999999999998	NA	NA
DII9867	DII9867_DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Achillea millefolium	d13c	-29.038	NA	NA
DIJ8969	DII9867_DIJ8969	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Achillea millefolium	d13c	-29.038	NA	NA
DIF1237	DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	c_n	17.71372549019608	NA	NA
DIF1237	DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	d15n	-1.4769999999999999	NA	NA
DIF1237	DIF1237	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Agrostis capillaris	d13c	-29.253	NA	NA
DID3056	DID3056_EHV4649	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Agrostis capillaris	c_n	17.362595419847327	NA	NA
EHV4649	DID3056_EHV4649	2022-07-27	Gudmedalen	1213	Gud_4	C	5	Agrostis capillaris	c_n	17.362595419847327	NA	NA
DID3056	DID3056_EHV4649	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Agrostis capillaris	d15n	-2.198	NA	NA
EHV4649	DID3056_EHV4649	2022-07-27	Gudmedalen	1213	Gud_4	C	5	Agrostis capillaris	d15n	-2.198	NA	NA
DID3056	DID3056_EHV4649	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Agrostis capillaris	d13c	-28.849999999999998	NA	NA
EHV4649	DID3056_EHV4649	2022-07-27	Gudmedalen	1213	Gud_4	C	5	Agrostis capillaris	d13c	-28.849999999999998	NA	NA
EKZ5615	EKZ5615	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Alchemilla alpina	c_n	30.549668874172188	NA	NA
EKZ5615	EKZ5615	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Alchemilla alpina	d15n	-1.9620000000000002	NA	NA
EKZ5615	EKZ5615	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Alchemilla alpina	d13c	-26.913999999999998	NA	NA
ELB2315	ELB2315	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Alchemilla alpina	c_n	31.00662251655629	NA	NA
ELB2315	ELB2315	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Alchemilla alpina	d15n	-1.4020000000000001	NA	NA
ELB2315	ELB2315	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Alchemilla alpina	d13c	-27.849	NA	NA
DIB1231	DIB1231	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Anthoxanthum odoratum	c_n	21.32093023255814	NA	NA
DIB1231	DIB1231	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Anthoxanthum odoratum	d15n	-2.097	NA	NA
DIB1231	DIB1231	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Anthoxanthum odoratum	d13c	-28.44	NA	NA
DLW7318	DLW7318	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Anthoxanthum odoratum	c_n	15.70383275261324	NA	NA
DLW7318	DLW7318	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Anthoxanthum odoratum	d15n	-2.61	NA	NA
DLW7318	DLW7318	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Anthoxanthum odoratum	d13c	-27.845	NA	NA
DLS1144	DLS1144	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Anthoxanthum odoratum	c_n	17.135135135135137	NA	NA
DLS1144	DLS1144	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Anthoxanthum odoratum	d15n	-1.2879999999999998	NA	NA
DLS1144	DLS1144	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Anthoxanthum odoratum	d13c	-27.246	NA	NA
DIA1838	DIA1838_EKX6404	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	c_n	14.766666666666666	NA	NA
EKX6404	DIA1838_EKX6404	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Anthoxanthum odoratum	c_n	14.766666666666666	NA	NA
DIA1838	DIA1838_EKX6404	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	d15n	-2.5260000000000002	NA	NA
EKX6404	DIA1838_EKX6404	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Anthoxanthum odoratum	d15n	-2.5260000000000002	NA	NA
DIA1838	DIA1838_EKX6404	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Anthoxanthum odoratum	d13c	-27.826999999999998	NA	NA
EKX6404	DIA1838_EKX6404	2022-07-27	Gudmedalen	1213	Gud_4	C	6	Anthoxanthum odoratum	d13c	-27.826999999999998	NA	NA
EJS6771	EJS6771	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Avenella flexuosa	c_n	32.20289855072464	NA	NA
EJS6771	EJS6771	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Avenella flexuosa	d15n	-1.71	NA	NA
EJS6771	EJS6771	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Avenella flexuosa	d13c	-29.583	NA	NA
EGZ5299	EGZ5299	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Betula nana	c_n	15.887417218543046	NA	NA
EGZ5299	EGZ5299	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Betula nana	d15n	-4.21	NA	NA
EGZ5299	EGZ5299	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Betula nana	d13c	-28.654	NA	NA
DVF3578	DVF3578	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Bistorta vivipara	c_n	15.992882562277579	NA	NA
DVF3578	DVF3578	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Bistorta vivipara	d15n	-4.2	NA	NA
DVF3578	DVF3578	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Bistorta vivipara	d13c	-28.205	NA	NA
EKW1664	EKW1664	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Bistorta vivipara	c_n	15.761092150170647	NA	NA
EKW1664	EKW1664	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Bistorta vivipara	d15n	-3.1999999999999997	NA	NA
EKW1664	EKW1664	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Bistorta vivipara	d13c	-28.848	NA	NA
DZS2698	DZS2698	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Bistorta vivipara	c_n	16.30035335689046	NA	NA
DZS2698	DZS2698	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Bistorta vivipara	d15n	-1.45	NA	NA
DZS2698	DZS2698	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Bistorta vivipara	d13c	-27.945	NA	NA
ECE8729	ECE8729	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Carex bigelowii	c_n	16.942748091603054	NA	NA
ECE8729	ECE8729	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Carex bigelowii	d15n	0.22400000000000003	NA	NA
ECE8729	ECE8729	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Carex bigelowii	d13c	-28.558999999999997	NA	NA
EKR2312	EKR2312	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Carex vaginata	c_n	34.724409448818896	NA	NA
EKR2312	EKR2312	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Carex vaginata	d15n	0.5589999999999999	NA	NA
EKR2312	EKR2312	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Carex vaginata	d13c	-27.416999999999998	NA	NA
EKV1653	EKV1653	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Carex vaginata	c_n	23.09278350515464	NA	NA
EKV1653	EKV1653	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Carex vaginata	d15n	0.903	NA	NA
EKV1653	EKV1653	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Carex vaginata	d13c	-28.617	NA	NA
EKS0882	EKS0882	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Carex vaginata	c_n	29.33783783783784	NA	NA
EKS0882	EKS0882	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Carex vaginata	d15n	0.8500000000000001	NA	NA
EKS0882	EKS0882	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Carex vaginata	d13c	-28.79	NA	NA
EGM2200	EGM2200	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Deschampsia cespitosa	c_n	20.19158878504673	NA	NA
EGM2200	EGM2200	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Deschampsia cespitosa	d15n	0.49600000000000005	NA	NA
EGM2200	EGM2200	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Deschampsia cespitosa	d13c	-28.354	NA	NA
DVD1041	DVD1041	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Deschampsia cespitosa	c_n	19.80193236714976	NA	NA
DVD1041	DVD1041	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Deschampsia cespitosa	d15n	0.09700000000000003	NA	NA
DVD1041	DVD1041	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Deschampsia cespitosa	d13c	-29.726	NA	NA
EHX3161	EHX3161	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Deschampsia cespitosa	c_n	23.404255319148938	NA	NA
EHX3161	EHX3161	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Deschampsia cespitosa	d15n	-0.16499999999999998	NA	NA
EHX3161	EHX3161	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Deschampsia cespitosa	d13c	-28.929	NA	NA
EDM5765	EDM5765_ELC2065	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Festuca rubra	c_n	25.75449101796407	NA	NA
ELC2065	EDM5765_ELC2065	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Festuca rubra	c_n	25.75449101796407	NA	NA
EDM5765	EDM5765_ELC2065	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Festuca rubra	d15n	-4.484	NA	NA
ELC2065	EDM5765_ELC2065	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Festuca rubra	d15n	-4.484	NA	NA
EDM5765	EDM5765_ELC2065	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Festuca rubra	d13c	-30.243	NA	NA
ELC2065	EDM5765_ELC2065	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Festuca rubra	d13c	-30.243	NA	NA
EKU6540	EKU6540	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Geranium sylvaticum	c_n	21.25229357798165	NA	NA
EKU6540	EKU6540	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Geranium sylvaticum	d15n	-2.834	NA	NA
EKU6540	EKU6540	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Geranium sylvaticum	d13c	-26.564999999999998	NA	NA
EHT6074	EHT6074	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Geranium sylvaticum	c_n	16.737588652482273	NA	NA
EHT6074	EHT6074	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Geranium sylvaticum	d15n	-2.267	NA	NA
EHT6074	EHT6074	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Geranium sylvaticum	d13c	-26.448999999999998	NA	NA
EHS9834	EHS9834	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Geranium sylvaticum	c_n	14	NA	NA
EHS9834	EHS9834	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Geranium sylvaticum	d15n	-1.885	NA	NA
EHS9834	EHS9834	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Geranium sylvaticum	d13c	-26.88	NA	NA
EJN8367	EJN8367	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Leontodon autumnalis	c_n	15.634980988593156	NA	NA
EJN8367	EJN8367	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Leontodon autumnalis	d15n	-3.467	NA	NA
EJN8367	EJN8367	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Leontodon autumnalis	d13c	-28.465999999999998	NA	NA
EJO3077	EJO3077	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Leontodon autumnalis	c_n	17.241666666666667	NA	NA
EJO3077	EJO3077	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Leontodon autumnalis	d15n	-4.226	NA	NA
EJO3077	EJO3077	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Leontodon autumnalis	d13c	-27.509	NA	NA
EJP6384	EJP6384	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Leontodon autumnalis	c_n	25.040462427745666	NA	NA
EJP6384	EJP6384	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Leontodon autumnalis	d15n	-3.469	NA	NA
EJP6384	EJP6384	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Leontodon autumnalis	d13c	-29.064	NA	NA
EGX4795	EGX4795	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Nardus stricta	c_percent	43.57	NA	NA
EGX4795	EGX4795	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Nardus stricta	n_percent	1.71	NA	NA
EGX4795	EGX4795	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Nardus stricta	c_n	25.47953216374269	NA	NA
EGX4795	EGX4795	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Nardus stricta	d15n	-2.415	NA	NA
EGX4795	EGX4795	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Nardus stricta	d13c	-28.019000000000002	NA	NA
EGW2946	EGW2946	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Nardus stricta	c_percent	42.5	NA	NA
EGW2946	EGW2946	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Nardus stricta	n_percent	1.5	NA	NA
EGW2946	EGW2946	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Nardus stricta	c_n	28.333333333333332	NA	NA
EGW2946	EGW2946	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Nardus stricta	d15n	-2.244	NA	NA
EGW2946	EGW2946	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Nardus stricta	d13c	-27.775000000000002	NA	NA
ECZ7466	ECZ7466	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Poa alpina	c_percent	43.14	NA	NA
ECZ7466	ECZ7466	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Poa alpina	n_percent	1.24	NA	NA
ECZ7466	ECZ7466	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Poa alpina	c_n	34.79032258064516	NA	NA
ECZ7466	ECZ7466	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Poa alpina	d15n	-1.895	NA	NA
ECZ7466	ECZ7466	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Poa alpina	d13c	-27.01	NA	NA
ECI3636	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Poa alpina	c_percent	41.38	NA	NA
EHY4426	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Poa alpina	c_percent	41.38	NA	NA
ECI3636	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Poa alpina	n_percent	1.59	NA	NA
EHY4426	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Poa alpina	n_percent	1.59	NA	NA
ECI3636	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Poa alpina	c_n	26.0251572327044	NA	NA
EHY4426	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Poa alpina	c_n	26.0251572327044	NA	NA
ECI3636	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Poa alpina	d15n	-3.06	NA	NA
EHY4426	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Poa alpina	d15n	-3.06	NA	NA
ECI3636	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Poa alpina	d13c	-27.92	NA	NA
EHY4426	ECI3636_EHY4426	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Poa alpina	d13c	-27.92	NA	NA
EGK3307	EGK3307	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Salix herbacea	c_percent	48.45	NA	NA
EGK3307	EGK3307	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Salix herbacea	n_percent	2.98	NA	NA
EGK3307	EGK3307	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Salix herbacea	c_n	16.258389261744966	NA	NA
EGK3307	EGK3307	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Salix herbacea	d15n	0.25899999999999995	NA	NA
EGK3307	EGK3307	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Salix herbacea	d13c	-28.927	NA	NA
EEU2922	EEU2922	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Salix herbacea	c_percent	49.25	NA	NA
EEU2922	EEU2922	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Salix herbacea	n_percent	2.02	NA	NA
EEU2922	EEU2922	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Salix herbacea	c_n	24.38118811881188	NA	NA
EEU2922	EEU2922	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Salix herbacea	d15n	-2.4090000000000003	NA	NA
EEU2922	EEU2922	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Salix herbacea	d13c	-29.167	NA	NA
EJU8663	EJU8663	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Saussurea alpina	c_percent	41.6	NA	NA
EJU8663	EJU8663	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Saussurea alpina	n_percent	1.78	NA	NA
EJU8663	EJU8663	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Saussurea alpina	c_n	23.370786516853933	NA	NA
EJU8663	EJU8663	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Saussurea alpina	d15n	-2.221	NA	NA
EJU8663	EJU8663	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Saussurea alpina	d13c	-28.743000000000002	NA	NA
EJV5626	EJV5626	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Saussurea alpina	c_percent	40.46	NA	NA
EJV5626	EJV5626	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Saussurea alpina	n_percent	2.2	NA	NA
EJV5626	EJV5626	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Saussurea alpina	c_n	18.39090909090909	NA	NA
EJV5626	EJV5626	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Saussurea alpina	d15n	-0.37	NA	NA
EJV5626	EJV5626	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Saussurea alpina	d13c	-28.968	NA	NA
DVE2542	DVE2542	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Saussurea alpina	c_percent	44.08	NA	NA
DVE2542	DVE2542	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Saussurea alpina	n_percent	2.27	NA	NA
DVE2542	DVE2542	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Saussurea alpina	c_n	19.41850220264317	NA	NA
DVE2542	DVE2542	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Saussurea alpina	d15n	-1.038	NA	NA
DVE2542	DVE2542	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Saussurea alpina	d13c	-28.006	NA	NA
DZP3430	DZP3430	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Saussurea alpina	c_percent	41.84	NA	NA
DZP3430	DZP3430	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Saussurea alpina	n_percent	2.85	NA	NA
DZP3430	DZP3430	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Saussurea alpina	c_n	14.680701754385966	NA	NA
DZP3430	DZP3430	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Saussurea alpina	d15n	-0.14200000000000002	NA	NA
DZP3430	DZP3430	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Saussurea alpina	d13c	-28.527	NA	NA
DSG1317	DSG1317	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Sibbaldia procumbens	c_percent	45.36	NA	NA
DSG1317	DSG1317	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Sibbaldia procumbens	n_percent	1.49	NA	NA
DSG1317	DSG1317	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Sibbaldia procumbens	c_n	30.44295302013423	NA	NA
DSG1317	DSG1317	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Sibbaldia procumbens	d15n	-4.12	NA	NA
DSG1317	DSG1317	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Sibbaldia procumbens	d13c	-28.483	NA	NA
ECH4399	ECH4399	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Thalictrum alpinum	c_percent	43.71	NA	NA
ECH4399	ECH4399	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Thalictrum alpinum	n_percent	1.92	NA	NA
ECH4399	ECH4399	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Thalictrum alpinum	c_n	22.765625	NA	NA
ECH4399	ECH4399	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Thalictrum alpinum	d15n	-5.0760000000000005	NA	NA
ECH4399	ECH4399	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Thalictrum alpinum	d13c	-29.01	NA	NA
ECF4136	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Thalictrum alpinum	c_percent	46.01	NA	NA
EGN0308	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Thalictrum alpinum	c_percent	46.01	NA	NA
ECF4136	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Thalictrum alpinum	n_percent	2.05	NA	NA
EGN0308	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Thalictrum alpinum	n_percent	2.05	NA	NA
ECF4136	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Thalictrum alpinum	c_n	22.44390243902439	NA	NA
EGN0308	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Thalictrum alpinum	c_n	22.44390243902439	NA	NA
ECF4136	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Thalictrum alpinum	d15n	-4.237	NA	NA
EGN0308	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Thalictrum alpinum	d15n	-4.237	NA	NA
ECF4136	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	3	Thalictrum alpinum	d13c	-28.284000000000002	NA	NA
EGN0308	ECF4136_EGN0308	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Thalictrum alpinum	d13c	-28.284000000000002	NA	NA
EGJ2120	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Veronica alpina	c_percent	45.41	NA	NA
EGV1474	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Veronica alpina	c_percent	45.41	NA	NA
EGJ2120	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Veronica alpina	n_percent	1.76	NA	NA
EGV1474	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Veronica alpina	n_percent	1.76	NA	NA
EGJ2120	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Veronica alpina	c_n	25.801136363636363	NA	NA
EGV1474	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Veronica alpina	c_n	25.801136363636363	NA	NA
EGJ2120	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Veronica alpina	d15n	-5.686000000000001	NA	NA
EGV1474	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Veronica alpina	d15n	-5.686000000000001	NA	NA
EGJ2120	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Veronica alpina	d13c	-28.872	NA	NA
EGV1474	EGJ2120_EGV1474	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Veronica alpina	d13c	-28.872	NA	NA
EGQ8858	EGQ8858	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Viola biflora	c_percent	41.68	NA	NA
EGQ8858	EGQ8858	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Viola biflora	n_percent	3.01	NA	NA
EGQ8858	EGQ8858	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Viola biflora	c_n	13.84717607973422	NA	NA
EGQ8858	EGQ8858	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Viola biflora	d15n	-3.195	NA	NA
EGQ8858	EGQ8858	2022-07-27	Gudmedalen	1213	Gud_4	C	4	Viola biflora	d13c	-29.671	NA	NA
EGO4877	EGO4877	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Viola biflora	c_percent	42.43	NA	NA
EGO4877	EGO4877	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Viola biflora	n_percent	2.32	NA	NA
EGO4877	EGO4877	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Viola biflora	c_n	18.288793103448278	NA	NA
EGO4877	EGO4877	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Viola biflora	d15n	-2.107	NA	NA
EGO4877	EGO4877	2022-07-27	Gudmedalen	1213	Gud_4	C	2	Viola biflora	d13c	-28.843	NA	NA
EGP1508	EGP1508	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Viola biflora	c_percent	41.45	NA	NA
EGP1508	EGP1508	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Viola biflora	n_percent	1.97	NA	NA
EGP1508	EGP1508	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Viola biflora	c_n	21.04060913705584	NA	NA
EGP1508	EGP1508	2022-07-27	Gudmedalen	1213	Gud_4	C	1	Viola biflora	d15n	-4.734	NA	NA
